Strain : Tensile strain (Extension) gauge length,"100.00000",mm

Time,Extension,Load
(s),(mm),(N)
"1,192.16200","-1.48520","-0.00831"
"1,192.26200","-1.48520","-0.00817"
"1,192.36200","-1.48520","-0.00812"
"1,192.46200","-1.48520","-0.00818"
"1,192.56200","-1.48520","-0.00815"
"1,192.66200","-1.48520","-0.00829"
"1,192.76200","-1.48520","-0.00824"
"1,192.86200","-1.48520","-0.00819"
"1,192.96200","-1.48520","-0.00818"
"1,193.06200","-1.48520","-0.00818"
"1,193.16200","-1.48520","-0.00817"
"1,193.26200","-1.48520","-0.00812"
"1,193.36200","-1.48520","-0.00820"
"1,193.46200","-1.48520","-0.00818"
"1,193.56200","-1.48520","-0.00832"
"1,193.66200","-1.48520","-0.00817"
"1,193.76200","-1.48520","-0.00816"
"1,193.86200","-1.48520","-0.00815"
"1,193.96200","-1.48520","-0.00815"
"1,194.06200","-1.48520","-0.00823"
"1,194.16200","-1.48520","-0.00811"
"1,194.26200","-1.48520","-0.00813"
"1,194.36200","-1.48520","-0.00815"
"1,194.46200","-1.48520","-0.00834"
"1,194.56200","-1.48520","-0.00816"
"1,194.66200","-1.48520","-0.00821"
"1,194.76200","-1.48520","-0.00816"
"1,194.86200","-1.48520","-0.00812"
"1,194.96200","-1.48520","-0.00822"
"1,195.06200","-1.48520","-0.00821"
"1,195.16200","-1.48520","-0.00813"
"1,195.26200","-1.48520","-0.00816"
"1,195.36200","-1.48520","-0.00816"
"1,195.46200","-1.48520","-0.00825"
"1,195.56200","-1.48520","-0.00819"
"1,195.66200","-1.48520","-0.00816"
"1,195.76200","-1.48520","-0.00822"
"1,195.86200","-1.48520","-0.00828"
"1,195.96200","-1.48520","-0.00823"
"1,196.06200","-1.48520","-0.00814"
"1,196.16200","-1.48520","-0.00810"
"1,196.26200","-1.48520","-0.00817"
"1,196.36200","-1.48520","-0.00822"
"1,196.46200","-1.48520","-0.00824"
"1,196.56200","-1.48520","-0.00822"
"1,196.66200","-1.48520","-0.00811"
"1,196.76200","-1.48520","-0.00819"
"1,196.86200","-1.48520","-0.00814"
"1,196.96200","-1.48520","-0.00827"
"1,197.06200","-1.48520","-0.00814"
"1,197.16200","-1.48520","-0.00811"
"1,197.26200","-1.48520","-0.00815"
"1,197.36200","-1.48520","-0.00826"
"1,197.46200","-1.48520","-0.00811"
"1,197.56200","-1.48520","-0.00817"
"1,197.66200","-1.48520","-0.00816"
"1,197.76200","-1.48520","-0.00825"
"1,197.86200","-1.48520","-0.00811"
"1,197.96200","-1.48520","-0.00808"
"1,198.06200","-1.48520","-0.00804"
"1,198.16200","-1.48520","-0.00820"
"1,198.26200","-1.48520","-0.00833"
"1,198.36200","-1.48520","-0.00827"
"1,198.46200","-1.48520","-0.00810"
"1,198.56200","-1.48520","-0.00813"
"1,198.66200","-1.48520","-0.00817"
"1,198.76200","-1.48520","-0.00816"
"1,198.86200","-1.48520","-0.00810"
"1,198.96200","-1.48520","-0.00821"
"1,199.06200","-1.48520","-0.00815"
"1,199.16200","-1.48520","-0.00818"
"1,199.26200","-1.48520","-0.00813"
"1,199.36200","-1.48520","-0.00823"
"1,199.46200","-1.48520","-0.00812"
"1,199.56200","-1.48520","-0.00821"
"1,199.66200","-1.48520","-0.00806"
"1,199.76200","-1.48520","-0.00819"
"1,199.86200","-1.48520","-0.00808"
"1,199.96200","-1.48520","-0.00801"
"1,200.06200","-1.48520","-0.00811"
"1,200.16200","-1.48520","-0.00823"
"1,200.26200","-1.48520","-0.00814"
"1,200.36200","-1.48520","-0.00822"
"1,200.46200","-1.48520","-0.00826"
"1,200.56200","-1.48520","-0.00821"
"1,200.66200","-1.48520","-0.00821"
"1,200.76200","-1.48520","-0.00805"
"1,200.86200","-1.48520","-0.00806"
"1,200.96200","-1.48520","-0.00809"
"1,201.06200","-1.48520","-0.00817"
"1,201.16200","-1.48520","-0.00820"
"1,201.26200","-1.48520","-0.00810"
"1,201.36200","-1.48520","-0.00809"
"1,201.46200","-1.48520","-0.00814"
"1,201.56200","-1.48520","-0.00824"
"1,201.66200","-1.48520","-0.00819"
"1,201.76200","-1.48520","-0.00805"
"1,201.86200","-1.48520","-0.00818"
"1,201.96200","-1.48520","-0.00808"
"1,202.06200","-1.48520","-0.00820"
"1,202.16200","-1.48520","-0.00813"
"1,202.26200","-1.48520","-0.00826"
"1,202.36200","-1.48520","-0.00830"
"1,202.46200","-1.48520","-0.00820"
"1,202.56200","-1.48520","-0.00822"
"1,202.66200","-1.48520","-0.00811"
"1,202.76200","-1.48520","-0.00816"
"1,202.86200","-1.48520","-0.00815"
"1,202.96200","-1.48520","-0.00813"
"1,203.06200","-1.48520","-0.00806"
"1,203.16200","-1.48520","-0.00811"
"1,203.26200","-1.48520","-0.00812"
"1,203.36200","-1.48520","-0.00809"
"1,203.46200","-1.48520","-0.00811"
"1,203.56200","-1.48520","-0.00815"
"1,203.66200","-1.48520","-0.00808"
"1,203.76200","-1.48520","-0.00815"
"1,203.86200","-1.48520","-0.00816"
"1,203.96200","-1.48520","-0.00811"
"1,204.06200","-1.48520","-0.00818"
"1,204.16200","-1.48520","-0.00807"
"1,204.26200","-1.48520","-0.00815"
"1,204.36200","-1.48520","-0.00815"
"1,204.46200","-1.48520","-0.00815"
"1,204.56200","-1.48520","-0.00813"
"1,204.66200","-1.48520","-0.00807"
"1,204.76200","-1.48520","-0.00810"
"1,204.86200","-1.48520","-0.00812"
"1,204.96200","-1.48520","-0.00806"
"1,205.06200","-1.48520","-0.00798"
"1,205.16200","-1.48520","-0.00806"
"1,205.26200","-1.48520","-0.00810"
"1,205.36200","-1.48520","-0.00821"
"1,205.46200","-1.48520","-0.00819"
"1,205.56200","-1.48520","-0.00810"
"1,205.66200","-1.48520","-0.00808"
"1,205.76200","-1.48520","-0.00816"
"1,205.86200","-1.48520","-0.00822"
"1,205.96200","-1.48520","-0.00815"
"1,206.06200","-1.48520","-0.00796"
"1,206.16200","-1.48520","-0.00805"
"1,206.26200","-1.48520","-0.00821"
"1,206.36200","-1.48520","-0.00818"
"1,206.46200","-1.48520","-0.00807"
"1,206.56200","-1.48520","-0.00811"
"1,206.66200","-1.48520","-0.00817"
"1,206.76200","-1.48520","-0.00824"
"1,206.86200","-1.48520","-0.00819"
"1,206.96200","-1.48520","-0.00820"
"1,207.06200","-1.48520","-0.00815"
"1,207.16200","-1.48520","-0.00823"
"1,207.26200","-1.48520","-0.00812"
"1,207.36200","-1.48520","-0.00813"
"1,207.46200","-1.48520","-0.00816"
"1,207.56200","-1.48520","-0.00819"
"1,207.66200","-1.48520","-0.00822"
"1,207.76200","-1.48520","-0.00807"
"1,207.86200","-1.48520","-0.00809"
"1,207.96200","-1.48520","-0.00796"
"1,208.06200","-1.48520","-0.00799"
"1,208.16200","-1.48520","-0.00823"
"1,208.26200","-1.48520","-0.00818"
"1,208.36200","-1.48520","-0.00817"
"1,208.46200","-1.48520","-0.00809"
"1,208.56200","-1.48520","-0.00807"
"1,208.66200","-1.48520","-0.00810"
"1,208.76200","-1.48520","-0.00814"
"1,208.86200","-1.48520","-0.00804"
"1,208.96200","-1.48520","-0.00804"
"1,209.06200","-1.48520","-0.00814"
"1,209.16200","-1.48520","-0.00813"
"1,209.26200","-1.48520","-0.00800"
"1,209.36200","-1.48520","-0.00803"
"1,209.46200","-1.48520","-0.00808"
"1,209.56200","-1.48520","-0.00810"
"1,209.66200","-1.48520","-0.00808"
"1,209.76200","-1.48520","-0.00814"
"1,209.86200","-1.48520","-0.00811"
"1,209.96200","-1.48520","-0.00794"
"1,210.06200","-1.48520","-0.00826"
"1,210.16200","-1.48520","-0.00805"
"1,210.26200","-1.48520","-0.00809"
"1,210.36200","-1.48520","-0.00808"
"1,210.46200","-1.48520","-0.00803"
"1,210.56200","-1.48520","-0.00822"
"1,210.66200","-1.48520","-0.00815"
"1,210.76200","-1.48520","-0.00808"
"1,210.86200","-1.48520","-0.00807"
"1,210.96200","-1.48520","-0.00814"
"1,211.06200","-1.48520","-0.00812"
"1,211.16200","-1.48520","-0.00806"
"1,211.26200","-1.48520","-0.00800"
"1,211.36200","-1.48520","-0.00798"
"1,211.46200","-1.48520","-0.00812"
"1,211.56200","-1.48520","-0.00818"
"1,211.66200","-1.48520","-0.00811"
"1,211.76200","-1.48520","-0.00808"
"1,211.86200","-1.48520","-0.00803"
"1,211.96200","-1.48520","-0.00813"
"1,212.06200","-1.48520","-0.00806"
"1,212.16200","-1.48520","-0.00795"
"1,212.26200","-1.48520","-0.00811"
"1,212.36200","-1.48520","-0.00810"
"1,212.46200","-1.48520","-0.00817"
"1,212.56200","-1.48520","-0.00811"
"1,212.66200","-1.48520","-0.00806"
"1,212.76200","-1.48520","-0.00806"
"1,212.86200","-1.48520","-0.00805"
"1,212.96200","-1.48520","-0.00811"
"1,213.06200","-1.48520","-0.00802"
"1,213.16200","-1.48520","-0.00807"
"1,213.26200","-1.48520","-0.00805"
"1,213.36200","-1.48520","-0.00815"
"1,213.46200","-1.48520","-0.00820"
"1,213.56200","-1.48520","-0.00812"
"1,213.66200","-1.48520","-0.00808"
"1,213.76200","-1.48520","-0.00802"
"1,213.86200","-1.48520","-0.00814"
"1,213.96200","-1.48520","-0.00806"
"1,214.06200","-1.48520","-0.00804"
"1,214.16200","-1.48520","-0.00811"
"1,214.26200","-1.48520","-0.00812"
"1,214.36200","-1.48520","-0.00807"
"1,214.46200","-1.48520","-0.00801"
"1,214.56200","-1.48520","-0.00808"
"1,214.66200","-1.48520","-0.00814"
"1,214.76200","-1.48520","-0.00815"
"1,214.86200","-1.48520","-0.00810"
"1,214.96200","-1.48520","-0.00799"
"1,215.06200","-1.48520","-0.00794"
"1,215.16200","-1.48520","-0.00806"
"1,215.26200","-1.48520","-0.00809"
"1,215.36200","-1.48520","-0.00810"
"1,215.46200","-1.48520","-0.00818"
"1,215.56200","-1.48520","-0.00796"
"1,215.66200","-1.48520","-0.00799"
"1,215.76200","-1.48520","-0.00803"
"1,215.86200","-1.48520","-0.00799"
"1,215.96200","-1.48520","-0.00797"
"1,216.06200","-1.48520","-0.00791"
"1,216.16200","-1.48520","-0.00801"
"1,216.26200","-1.48520","-0.00801"
"1,216.36200","-1.48520","-0.00804"
"1,216.46200","-1.48520","-0.00796"
"1,216.56200","-1.48520","-0.00806"
"1,216.66200","-1.48520","-0.00802"
"1,216.76200","-1.48520","-0.00812"
"1,216.86200","-1.48520","-0.00797"
"1,216.96200","-1.48520","-0.00799"
"1,217.06200","-1.48520","-0.00802"
"1,217.16200","-1.48520","-0.00807"
"1,217.26200","-1.48520","-0.00803"
"1,217.36200","-1.48520","-0.00794"
"1,217.46200","-1.48520","-0.00811"
"1,217.56200","-1.48520","-0.00821"
"1,217.66200","-1.48520","-0.00819"
"1,217.76200","-1.48520","-0.00809"
"1,217.86200","-1.48520","-0.00798"
"1,217.96200","-1.48520","-0.00804"
"1,218.06200","-1.48520","-0.00822"
"1,218.16200","-1.48520","-0.00811"
"1,218.26200","-1.48520","-0.00812"
"1,218.36200","-1.48520","-0.00795"
"1,218.46200","-1.48520","-0.00805"
"1,218.56200","-1.48520","-0.00805"
"1,218.66200","-1.48520","-0.00809"
"1,218.76200","-1.48520","-0.00808"
"1,218.86200","-1.48520","-0.00802"
"1,218.96200","-1.48520","-0.00797"
"1,219.06200","-1.48520","-0.00808"
"1,219.16200","-1.48520","-0.00805"
"1,219.26200","-1.48520","-0.00800"
"1,219.36200","-1.48520","-0.00808"
"1,219.46200","-1.48520","-0.00810"
"1,219.56200","-1.48520","-0.00807"
"1,219.66200","-1.48520","-0.00805"
"1,219.76200","-1.48520","-0.00801"
"1,219.86200","-1.48520","-0.00798"
"1,219.96200","-1.48520","-0.00796"
"1,220.06200","-1.48520","-0.00807"
"1,220.16200","-1.48520","-0.00804"
"1,220.26200","-1.48520","-0.00804"
"1,220.36200","-1.48520","-0.00797"
"1,220.46200","-1.48520","-0.00814"
"1,220.56200","-1.48520","-0.00806"
"1,220.66200","-1.48520","-0.00800"
"1,220.76200","-1.48520","-0.00808"
"1,220.86200","-1.48520","-0.00810"
"1,220.96200","-1.48520","-0.00805"
"1,221.06200","-1.48520","-0.00797"
"1,221.16200","-1.48520","-0.00808"
"1,221.26200","-1.48520","-0.00811"
"1,221.36200","-1.48520","-0.00805"
"1,221.46200","-1.48520","-0.00809"
"1,221.56200","-1.48520","-0.00808"
"1,221.66200","-1.48520","-0.00806"
"1,221.76200","-1.48520","-0.00796"
"1,221.86200","-1.48520","-0.00807"
"1,221.96200","-1.48520","-0.00803"
"1,222.06200","-1.48520","-0.00800"
"1,222.16200","-1.48520","-0.00806"
"1,222.26200","-1.48520","-0.00806"
"1,222.36200","-1.48520","-0.00801"
"1,222.46200","-1.48520","-0.00808"
"1,222.56200","-1.48520","-0.00798"
"1,222.66200","-1.48520","-0.00798"
"1,222.76200","-1.48520","-0.00804"
"1,222.86200","-1.48520","-0.00806"
"1,222.96200","-1.48520","-0.00808"
"1,223.06200","-1.48520","-0.00795"
"1,223.16200","-1.48520","-0.00810"
"1,223.26200","-1.48520","-0.00813"
"1,223.36200","-1.48520","-0.00799"
"1,223.46200","-1.48520","-0.00796"
"1,223.56200","-1.48520","-0.00799"
"1,223.66200","-1.48520","-0.00808"
"1,223.76200","-1.48520","-0.00803"
"1,223.86200","-1.48520","-0.00801"
"1,223.96200","-1.48520","-0.00800"
"1,224.06200","-1.48520","-0.00802"
"1,224.16200","-1.48520","-0.00803"
"1,224.26200","-1.48520","-0.00810"
"1,224.36200","-1.48520","-0.00809"
"1,224.46200","-1.48520","-0.00793"
"1,224.56200","-1.48520","-0.00802"
"1,224.66200","-1.48520","-0.00802"
"1,224.76200","-1.48520","-0.00809"
"1,224.86200","-1.48520","-0.00807"
"1,224.96200","-1.48520","-0.00799"
"1,225.06200","-1.48520","-0.00796"
"1,225.16200","-1.48520","-0.00809"
"1,225.26200","-1.48520","-0.00811"
"1,225.36200","-1.48520","-0.00804"
"1,225.46200","-1.48520","-0.00800"
"1,225.56200","-1.48520","-0.00804"
"1,225.66200","-1.48520","-0.00809"
"1,225.76200","-1.48520","-0.00801"
"1,225.86200","-1.48520","-0.00797"
"1,225.96200","-1.48520","-0.00793"
"1,226.06200","-1.48520","-0.00798"
"1,226.16200","-1.48520","-0.00806"
"1,226.26200","-1.48520","-0.00805"
"1,226.36200","-1.48520","-0.00802"
"1,226.46200","-1.48520","-0.00804"
"1,226.56200","-1.48520","-0.00794"
"1,226.66200","-1.48520","-0.00802"
"1,226.76200","-1.48520","-0.00801"
"1,226.86200","-1.48520","-0.00795"
"1,226.96200","-1.48520","-0.00786"
"1,227.06200","-1.48520","-0.00798"
"1,227.16200","-1.48520","-0.00807"
"1,227.26200","-1.48520","-0.00805"
"1,227.36200","-1.48520","-0.00789"
"1,227.46200","-1.48520","-0.00792"
"1,227.56200","-1.48520","-0.00801"
"1,227.66200","-1.48520","-0.00796"
"1,227.76200","-1.48520","-0.00790"
"1,227.86200","-1.48520","-0.00788"
"1,227.96200","-1.48520","-0.00791"
"1,228.06200","-1.48520","-0.00805"
"1,228.16200","-1.48520","-0.00796"
"1,228.26200","-1.48520","-0.00792"
"1,228.36200","-1.48520","-0.00791"
"1,228.46200","-1.48520","-0.00798"
"1,228.56200","-1.48520","-0.00799"
"1,228.66200","-1.48520","-0.00797"
"1,228.76200","-1.48520","-0.00794"
"1,228.86200","-1.48520","-0.00794"
"1,228.96200","-1.48520","-0.00805"
"1,229.06200","-1.48520","-0.00794"
"1,229.16200","-1.48520","-0.00798"
"1,229.26200","-1.48520","-0.00798"
"1,229.36200","-1.48520","-0.00803"
"1,229.46200","-1.48520","-0.00807"
"1,229.56200","-1.48520","-0.00792"
"1,229.66200","-1.48520","-0.00791"
"1,229.76200","-1.48520","-0.00794"
"1,229.86200","-1.48520","-0.00797"
"1,229.96200","-1.48520","-0.00812"
"1,230.06200","-1.48520","-0.00800"
"1,230.16200","-1.48520","-0.00792"
"1,230.26200","-1.48520","-0.00789"
"1,230.36200","-1.48520","-0.00793"
"1,230.46200","-1.48520","-0.00798"
"1,230.56200","-1.48520","-0.00813"
"1,230.66200","-1.48520","-0.00802"
"1,230.76200","-1.48520","-0.00787"
"1,230.86200","-1.48520","-0.00794"
"1,230.96200","-1.48520","-0.00794"
"1,231.06200","-1.48520","-0.00793"
"1,231.16200","-1.48520","-0.00794"
"1,231.26200","-1.48520","-0.00792"
"1,231.36200","-1.48520","-0.00800"
"1,231.46200","-1.48520","-0.00793"
"1,231.56200","-1.48520","-0.00796"
"1,231.66200","-1.48520","-0.00799"
"1,231.76200","-1.48520","-0.00788"
"1,231.86200","-1.48520","-0.00794"
"1,231.96200","-1.48520","-0.00790"
"1,232.06200","-1.48520","-0.00794"
"1,232.16200","-1.48520","-0.00794"
"1,232.26200","-1.48520","-0.00796"
"1,232.36200","-1.48520","-0.00806"
"1,232.46200","-1.48520","-0.00795"
"1,232.56200","-1.48520","-0.00792"
"1,232.66200","-1.48520","-0.00794"
"1,232.76200","-1.48520","-0.00799"
"1,232.86200","-1.48520","-0.00806"
"1,232.96200","-1.48520","-0.00786"
"1,233.06200","-1.48520","-0.00794"
"1,233.16200","-1.48520","-0.00789"
"1,233.26200","-1.48520","-0.00796"
"1,233.36200","-1.48520","-0.00788"
"1,233.46200","-1.48520","-0.00797"
"1,233.56200","-1.48520","-0.00796"
"1,233.66200","-1.48520","-0.00801"
"1,233.76200","-1.48520","-0.00793"
"1,233.86200","-1.48520","-0.00786"
"1,233.96200","-1.48520","-0.00783"
"1,234.06200","-1.48520","-0.00793"
"1,234.16200","-1.48520","-0.00792"
"1,234.26200","-1.48520","-0.00786"
"1,234.36200","-1.48520","-0.00775"
"1,234.46200","-1.48520","-0.00784"
"1,234.56200","-1.48520","-0.00791"
"1,234.66200","-1.48520","-0.00796"
"1,234.76200","-1.48520","-0.00791"
"1,234.86200","-1.48520","-0.00790"
"1,234.96200","-1.48520","-0.00781"
"1,235.06200","-1.48520","-0.00788"
"1,235.16200","-1.48520","-0.00788"
"1,235.26200","-1.48520","-0.00799"
"1,235.36200","-1.48520","-0.00796"
"1,235.46200","-1.48520","-0.00799"
"1,235.56200","-1.48520","-0.00793"
"1,235.66200","-1.48520","-0.00802"
"1,235.76200","-1.48520","-0.00790"
"1,235.86200","-1.48520","-0.00786"
"1,235.96200","-1.48520","-0.00789"
"1,236.06200","-1.48520","-0.00804"
"1,236.16200","-1.48520","-0.00801"
"1,236.26200","-1.48520","-0.00791"
"1,236.36200","-1.48520","-0.00792"
"1,236.46200","-1.48520","-0.00801"
"1,236.56200","-1.48520","-0.00808"
"1,236.66200","-1.48520","-0.00804"
"1,236.76200","-1.48520","-0.00788"
"1,236.86200","-1.48520","-0.00801"
"1,236.96200","-1.48520","-0.00793"
"1,237.06200","-1.48520","-0.00796"
"1,237.16200","-1.48520","-0.00800"
"1,237.26200","-1.48520","-0.00794"
"1,237.36200","-1.48520","-0.00803"
"1,237.46200","-1.48520","-0.00792"
"1,237.56200","-1.48520","-0.00795"
"1,237.66200","-1.48520","-0.00798"
"1,237.76200","-1.48520","-0.00798"
"1,237.86200","-1.48520","-0.00788"
"1,237.96200","-1.48520","-0.00806"
"1,238.06200","-1.48520","-0.00790"
"1,238.16200","-1.48520","-0.00789"
"1,238.26200","-1.48520","-0.00782"
"1,238.36200","-1.48520","-0.00802"
"1,238.46200","-1.48520","-0.00807"
"1,238.56200","-1.48520","-0.00796"
"1,238.66200","-1.48520","-0.00785"
"1,238.76200","-1.48520","-0.00789"
"1,238.86200","-1.48520","-0.00801"
"1,238.96200","-1.48520","-0.00802"
"1,239.06200","-1.48520","-0.00795"
"1,239.16200","-1.48520","-0.00790"
"1,239.26200","-1.48520","-0.00793"
"1,239.36200","-1.48520","-0.00795"
"1,239.46200","-1.48520","-0.00795"
"1,239.56200","-1.48520","-0.00790"
"1,239.66200","-1.48520","-0.00797"
"1,239.76200","-1.48520","-0.00799"
"1,239.86200","-1.48520","-0.00779"
"1,239.96200","-1.48520","-0.00790"
"1,240.06200","-1.48520","-0.00791"
"1,240.16200","-1.48520","-0.00785"
"1,240.26200","-1.48520","-0.00795"
"1,240.36200","-1.48520","-0.00794"
"1,240.46200","-1.48520","-0.00790"
"1,240.56200","-1.48520","-0.00793"
"1,240.66200","-1.48520","-0.00791"
"1,240.76200","-1.48520","-0.00802"
"1,240.86200","-1.48520","-0.00796"
"1,240.96200","-1.48520","-0.00792"
"1,241.06200","-1.48520","-0.00799"
"1,241.16200","-1.48520","-0.00790"
"1,241.26200","-1.48520","-0.00797"
"1,241.36200","-1.48520","-0.00788"
"1,241.46200","-1.48520","-0.00791"
"1,241.56200","-1.48520","-0.00789"
"1,241.66200","-1.48520","-0.00794"
"1,241.76200","-1.48520","-0.00793"
"1,241.86200","-1.48520","-0.00784"
"1,241.96200","-1.48520","-0.00792"
"1,242.06200","-1.48520","-0.00786"
"1,242.16200","-1.48520","-0.00793"
"1,242.26200","-1.48520","-0.00786"
"1,242.36200","-1.48520","-0.00795"
"1,242.46200","-1.48520","-0.00789"
"1,242.56200","-1.48520","-0.00789"
"1,242.66200","-1.48520","-0.00792"
"1,242.76200","-1.48520","-0.00797"
"1,242.86200","-1.48520","-0.00784"
"1,242.96200","-1.48520","-0.00786"
"1,243.06200","-1.48520","-0.00789"
"1,243.16200","-1.48520","-0.00802"
"1,243.26200","-1.48520","-0.00802"
"1,243.36200","-1.48520","-0.00784"
"1,243.46200","-1.48520","-0.00794"
"1,243.56200","-1.48520","-0.00802"
"1,243.66200","-1.48520","-0.00805"
"1,243.76200","-1.48520","-0.00790"
"1,243.86200","-1.48520","-0.00786"
"1,243.96200","-1.48520","-0.00789"
"1,244.06200","-1.48520","-0.00795"
"1,244.16200","-1.48520","-0.00796"
"1,244.26200","-1.48520","-0.00789"
"1,244.36200","-1.48520","-0.00792"
"1,244.46200","-1.48520","-0.00795"
"1,244.56200","-1.48520","-0.00795"
"1,244.66200","-1.48520","-0.00807"
"1,244.76200","-1.48520","-0.00786"
"1,244.86200","-1.48520","-0.00787"
"1,244.96200","-1.48520","-0.00786"
"1,245.06200","-1.48520","-0.00802"
"1,245.16200","-1.48520","-0.00785"
"1,245.26200","-1.48520","-0.00789"
"1,245.36200","-1.48520","-0.00784"
"1,245.46200","-1.48520","-0.00793"
"1,245.56200","-1.48520","-0.00795"
"1,245.66200","-1.48520","-0.00791"
"1,245.76200","-1.48520","-0.00792"
"1,245.86200","-1.48520","-0.00787"
"1,245.96200","-1.48520","-0.00799"
"1,246.06200","-1.48520","-0.00787"
"1,246.16200","-1.48520","-0.00766"
"1,246.26200","-1.48520","-0.00781"
"1,246.36200","-1.48520","-0.00798"
"1,246.46200","-1.48520","-0.00792"
"1,246.56200","-1.48520","-0.00787"
"1,246.66200","-1.48520","-0.00785"
"1,246.76200","-1.48520","-0.00777"
"1,246.86200","-1.48520","-0.00789"
"1,246.96200","-1.48520","-0.00793"
"1,247.06200","-1.48520","-0.00790"
"1,247.16200","-1.48520","-0.00786"
"1,247.26200","-1.48520","-0.00784"
"1,247.36200","-1.48520","-0.00783"
"1,247.46200","-1.48520","-0.00782"
"1,247.56200","-1.48520","-0.00792"
"1,247.66200","-1.48520","-0.00782"
"1,247.76200","-1.48520","-0.00796"
"1,247.86200","-1.48520","-0.00787"
"1,247.96200","-1.48520","-0.00782"
"1,248.06200","-1.48520","-0.00789"
"1,248.16200","-1.48520","-0.00794"
"1,248.26200","-1.48520","-0.00799"
"1,248.36200","-1.48520","-0.00793"
"1,248.46200","-1.48520","-0.00791"
"1,248.56200","-1.48520","-0.00778"
"1,248.66200","-1.48520","-0.00793"
"1,248.76200","-1.48520","-0.00792"
"1,248.86200","-1.48520","-0.00800"
"1,248.96200","-1.48520","-0.00789"
"1,249.06200","-1.48520","-0.00778"
"1,249.16200","-1.48520","-0.00785"
"1,249.26200","-1.48520","-0.00796"
"1,249.36200","-1.48520","-0.00800"
"1,249.46200","-1.48520","-0.00785"
"1,249.56200","-1.48520","-0.00784"
"1,249.66200","-1.48520","-0.00784"
"1,249.76200","-1.48520","-0.00776"
"1,249.86200","-1.48520","-0.00782"
"1,249.96200","-1.48520","-0.00770"
"1,250.06200","-1.48520","-0.00790"
"1,250.16200","-1.48520","-0.00782"
"1,250.26200","-1.48520","-0.00787"
"1,250.36200","-1.48520","-0.00777"
"1,250.46200","-1.48520","-0.00790"
"1,250.56200","-1.48520","-0.00789"
"1,250.66200","-1.48520","-0.00789"
